"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","8","16","0","0","4","0","4","0","32","7","COUNTY TRANSFER - OUT","55","50","1","0","3","2","27","0","138"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","2","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","29","41","0","0","1","0","6","0","77"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","5","5","0","0","1","0","2","0","13","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","36","62","0","0","15","5","45","0","163","41","MOVED OUT OF STATE","9","22","0","0","1","0","9","0","41"
"NVRA BY MAIL","2","6","0","0","0","0","0","0","8","0","OTHER","0","0","0","0","1","0","0","0","1"
"OTHER MEANS","3","2","0","0","1","0","0","0","6","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","45","90","0","0","0","0","48","0","183"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","55","91","0","0","21","5","51","0","223","48","TOTAL","139","203","1","0","6","2","93","0","444"
